DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:35:00,,,,,,Dissolved oxygen (DO),,,7.2,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:35:00,,,,,,Dissolved oxygen saturation,,,63,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:35:00,,,,,,pH,,,5.36,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:35:00,,,,,,Specific conductance,,,39.9,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:35:00,,,,,,"Temperature, water",,,9.3,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,WS,Wareham Spring,49.01661,-53.86382,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2013-09-26,10:35:00,,,,,,Total Coliform,,,,,,Not Detected,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,Dissolved oxygen (DO),,,10.2,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,Dissolved oxygen saturation,,,89,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,pH,,,5.88,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,Specific conductance,,,40.8,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,"Temperature, water",,,8.1,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBS,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2013-09-26,10:48:00,,,,,,Total Coliform,,,,,,Not Detected,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,Dissolved oxygen (DO),,,10.2,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,Dissolved oxygen saturation,,,89,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,pH,,,5.88,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,Specific conductance,,,40.8,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,10:48:00,,,,,,"Temperature, water",,,8.1,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,ISB,Indian Bay Spring,49.03091,-53.87215,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2013-09-26,10:48:00,,,,,,Total Coliform,,,,,,Not Detected,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,11:06:00,,,,,,Dissolved oxygen (DO),,,9.3,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,11:06:00,,,,,,Dissolved oxygen saturation,,,90,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,11:06:00,,,,,,pH,,,6.17,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,11:06:00,,,,,,Specific conductance,,,23.8,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2013-09-26,11:06:00,,,,,,"Temperature, water",,,14.3,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2013-09-26,11:06:00,,,,,,Total Coliform,,,,,,Not Detected,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,JS2,Jim's Steady Bill's Wharf,49.11624,-54.0194,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,11:56:00,,,,,,Dissolved oxygen (DO),,,11.3,mg/l,,,,,,,6.96 ph observed where ~ 5..00 observed upstream. More testing reccommended,,,,,,,,
Indian Bay Ecosystem Corporation,JS2,Jim's Steady Bill's Wharf,49.11624,-54.0194,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,11:56:00,,,,,,Dissolved oxygen saturation,,,109,%,,,,,,,6.96 ph observed where ~ 5..00 observed upstream. More testing reccommended,,,,,,,,
Indian Bay Ecosystem Corporation,JS2,Jim's Steady Bill's Wharf,49.11624,-54.0194,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,11:56:00,,,,,,pH,,,6.96,None,,,,,,,6.96 ph observed where ~ 5..00 observed upstream. More testing reccommended,,,,,,,,
Indian Bay Ecosystem Corporation,JS2,Jim's Steady Bill's Wharf,49.11624,-54.0194,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,11:56:00,,,,,,Salinity,,,0.01,ppt,,,,,,,6.96 ph observed where ~ 5..00 observed upstream. More testing reccommended,,,,,,,,
Indian Bay Ecosystem Corporation,JS2,Jim's Steady Bill's Wharf,49.11624,-54.0194,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,11:56:00,,,,,,Specific conductance,,,20.4,uS/cm,,,,,,,6.96 ph observed where ~ 5..00 observed upstream. More testing reccommended,,,,,,,,
Indian Bay Ecosystem Corporation,JS2,Jim's Steady Bill's Wharf,49.11624,-54.0194,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,11:56:00,,,,,,"Temperature, water",,,12.8,deg C,,,,,,,6.96 ph observed where ~ 5..00 observed upstream. More testing reccommended,,,,,,,,
Indian Bay Ecosystem Corporation,JS1,Jim's Steady Bridge,49.11094,-54.01715,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:05:00,,,,,,Dissolved oxygen (DO),,,12.2,mg/l,,,,,,,5.05 ph confirmed and replicated in nearby samples.,,,,,,,,
Indian Bay Ecosystem Corporation,JS1,Jim's Steady Bridge,49.11094,-54.01715,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:05:00,,,,,,Dissolved oxygen saturation,,,112,%,,,,,,,5.05 ph confirmed and replicated in nearby samples.,,,,,,,,
Indian Bay Ecosystem Corporation,JS1,Jim's Steady Bridge,49.11094,-54.01715,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:05:00,,,,,,pH,,,5.05,None,,,,,,,5.05 ph confirmed and replicated in nearby samples.,,,,,,,,
Indian Bay Ecosystem Corporation,JS1,Jim's Steady Bridge,49.11094,-54.01715,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:05:00,,,,,,Salinity,,,0.01,ppt,,,,,,,5.05 ph confirmed and replicated in nearby samples.,,,,,,,,
Indian Bay Ecosystem Corporation,JS1,Jim's Steady Bridge,49.11094,-54.01715,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:05:00,,,,,,Specific conductance,,,19.7,uS/cm,,,,,,,5.05 ph confirmed and replicated in nearby samples.,,,,,,,,
Indian Bay Ecosystem Corporation,JS1,Jim's Steady Bridge,49.11094,-54.01715,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:05:00,,,,,,"Temperature, water",,,11.4,deg C,,,,,,,5.05 ph confirmed and replicated in nearby samples.,,,,,,,,
Indian Bay Ecosystem Corporation,BB1,Big Bear Landing,49.10995,-53.98991,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:30:00,,,,,,Dissolved oxygen (DO),,,11.2,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,BB1,Big Bear Landing,49.10995,-53.98991,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:30:00,,,,,,Dissolved oxygen saturation,,,103,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,BB1,Big Bear Landing,49.10995,-53.98991,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:30:00,,,,,,pH,,,5.16,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,BB1,Big Bear Landing,49.10995,-53.98991,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:30:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,BB1,Big Bear Landing,49.10995,-53.98991,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:30:00,,,,,,Specific conductance,,,19.7,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,BB1,Big Bear Landing,49.10995,-53.98991,UNKWN,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:30:00,,,,,,"Temperature, water",,,11.4,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,DB1,Dirt Brook,49.06451,-53.92696,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:45:00,,,,,,Dissolved oxygen (DO),,,11,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,DB1,Dirt Brook,49.06451,-53.92696,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:45:00,,,,,,Dissolved oxygen saturation,,,109,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,DB1,Dirt Brook,49.06451,-53.92696,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:45:00,,,,,,pH,,,5.45,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,DB1,Dirt Brook,49.06451,-53.92696,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:45:00,,,,,,Salinity,,,0.01,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,DB1,Dirt Brook,49.06451,-53.92696,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:45:00,,,,,,Specific conductance,,,21.3,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,DB1,Dirt Brook,49.06451,-53.92696,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,12:45:00,,,,,,"Temperature, water",,,14.9,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,13:11:00,,,,,,Dissolved oxygen (DO),,,10.8,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,13:11:00,,,,,,Dissolved oxygen saturation,,,106,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,13:11:00,,,,,,pH,,,5.55,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,13:11:00,,,,,,Specific conductance,,,19.2,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBP1,Indian Bay Park 1,49.04176,-53.8849,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-06-05,13:11:00,,,,,,"Temperature, water",,,14.4,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,MPB1,Moccasin Pond Brook 1,49.12702,-54.04875,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-07,14:30:00,,,,,,Dissolved oxygen (DO),,,7.6,mg/l,,,,,,,"Sunny 34?C  Saw trout, Frogs and a duck",,,,,,,,
Indian Bay Ecosystem Corporation,MPB1,Moccasin Pond Brook 1,49.12702,-54.04875,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-07,14:30:00,,,,,,Dissolved oxygen saturation,,,94,%,,,,,,,"Sunny 34?C  Saw trout, Frogs and a duck",,,,,,,,
Indian Bay Ecosystem Corporation,MPB1,Moccasin Pond Brook 1,49.12702,-54.04875,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-07,14:30:00,,,,,,pH,,,7.18,None,,,,,,,"Sunny 34?C  Saw trout, Frogs and a duck",,,,,,,,
Indian Bay Ecosystem Corporation,MPB1,Moccasin Pond Brook 1,49.12702,-54.04875,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-07,14:30:00,,,,,,Salinity,,,0.01,ppt,,,,,,,"Sunny 34?C  Saw trout, Frogs and a duck",,,,,,,,
Indian Bay Ecosystem Corporation,MPB1,Moccasin Pond Brook 1,49.12702,-54.04875,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-07,14:30:00,,,,,,"Temperature, air",,,34,deg C,,,,,,,"Sunny 34?C  Saw trout, Frogs and a duck",,,,,,,,
Indian Bay Ecosystem Corporation,MPB1,Moccasin Pond Brook 1,49.12702,-54.04875,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-07,14:30:00,,,,,,"Temperature, water",,,26.5,deg C,,,,,,,"Sunny 34?C  Saw trout, Frogs and a duck",,,,,,,,
Indian Bay Ecosystem Corporation,MPB1,Moccasin Pond Brook 1,49.12702,-54.04875,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-07,14:30:00,,,,,,Total dissolved solids,,,14.3,mg/l,,,,,,,"Sunny 34?C  Saw trout, Frogs and a duck",,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-10,11:45:00,,,,,,Dissolved oxygen (DO),,,8.1,mg/l,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-10,11:45:00,,,,,,Dissolved oxygen saturation,,,95,%,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-10,11:45:00,,,,,,pH,,,6.13,None,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-10,11:45:00,,,,,,Salinity,,,0.01,ppt,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-10,11:45:00,,,,,,Specific conductance,,,21,uS/cm,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-10,11:45:00,,,,,,"Temperature, air",,,27,deg C,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-10,11:45:00,,,,,,"Temperature, water",,,23.5,deg C,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,MPB2,Moccasin Pond Brook 2,49.12155,-54.03919,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-10,11:45:00,,,,,,Total dissolved solids,,,13.65,mg/l,,,,,,,Sunny 27 ?C. Just past the dam. Saw  trout (6-8 inches) tadpoles,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-18,14:00:00,,,,,,Dissolved oxygen (DO),,,8.6,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-18,14:00:00,,,,,,Dissolved oxygen saturation,,,90,%,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-18,14:00:00,,,,,,Nitrate,,Unfiltered,5,ppm,,,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-18,14:00:00,,,,,,Orthophosphate,,Unfiltered,1,ppm,,,,,,,,,,Lamotte tablet,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-18,14:00:00,,,,,,pH,,,6.39,None,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-18,14:00:00,,,,,,Salinity,,,0.02,ppt,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-18,14:00:00,,,,,,Specific conductance,,,46.1,uS/cm,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-18,14:00:00,,,,,,"Temperature, air",,,32,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-18,14:00:00,,,,,,"Temperature, water",,,25.8,deg C,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR3,Indian Bay River 3,49.03991,-53.88077,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-18,14:00:00,,,,,,Total dissolved solids,,,29.9,mg/l,,,,,,,,,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Dissolved oxygen (DO),,,9.6,mg/l,,,,,,,"River closed from fishing due to high temperatures. Cloudy, humid, 32",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Dissolved oxygen saturation,,,99,%,,,,,,,"River closed from fishing due to high temperatures. Cloudy, humid, 32",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,pH,,,6.83,None,,,,,,,"River closed from fishing due to high temperatures. Cloudy, humid, 32",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Salinity,,,0.38,ppt,,,,,,,"River closed from fishing due to high temperatures. Cloudy, humid, 32",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,Specific conductance,,,79.6,uS/cm,,,,,,,"River closed from fishing due to high temperatures. Cloudy, humid, 32",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs,Surface Water,2014-07-22,10:00:00,,,,,,"Temperature, air",,,32,deg C,,,,,,,"River closed from fishing due to high temperatures. Cloudy, humid, 32",,,,,,,,
Indian Bay Ecosystem Corporation,IBR1,Indian Bay River 1,49.04461,-53.87613,UNKWN,,,,,River/Stream,Field Msr/Obs-Portable Data Logger,Surface Water,2014-07-22,10:00:00,,,,,,"Temperature, water",,,20.3,deg C,,,,,,,"River closed from fishing due to high temperatures. Cloudy, humid, 32",,,,,,,,
